,Unnamed: 0,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,April,August,December,February,January,July,June,March,May,November,October,September,FullYearHoursWorked,FullName
1992,1992,1993,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9,2,1,2,2,3,160.6772222222222,135.63333333333333,162.1888888888889,150.37416666666667,140.68333333333334,162.61083333333332,154.4275,150.2161111111111,145.87972222222223,125.08694444444444,152.9561111111111,147.89083333333332,3781.625,Alexandra Newman
1993,1993,1994,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3,1,1,3,1,3,167.85333333333332,155.4038888888889,157.3736111111111,143.075,140.64444444444445,164.29361111111112,166.85166666666666,156.9963888888889,149.87416666666667,134.75555555555556,127.51472222222222,147.97916666666666,3806.615555555555,Teresa Wells
1994,1994,1995,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2,3,1,2,3,3,138.61666666666667,129.47777777777776,131.10666666666663,125.41805555555555,110.08694444444444,132.29166666666666,125.04305555555555,131.96222222222224,116.33666666666666,113.05527777777776,132.20888888888888,130.76111111111112,3511.365,Amanda Miles
1995,1995,1996,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8,2,3,3,4,3,157.5186111111111,164.78305555555556,173.94416666666666,158.34472222222223,148.1988888888889,174.8986111111111,173.93972222222223,148.62027777777777,158.69944444444445,142.18194444444444,165.78277777777777,166.99666666666667,3929.908888888889,April Hardy
1996,1996,1997,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Male,1,Sales Executive,Married,63490,2,Y,11,8,0,20,3,19,1,9,3,3,2,3,3,147.90194444444444,144.94222222222223,153.86,137.90944444444446,129.56472222222223,145.38416666666666,152.7238888888889,154.01611111111112,139.43166666666667,130.17444444444445,151.8275,154.4411111111111,3739.177222222223,Martin Santiago
1997,1997,1998,40,No,Travel_Rarely,Sales,1,4,Marketing,1,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1,1,4,3,3,3,166.04611111111112,142.04444444444445,174.48666666666668,145.28055555555557,148.7772222222222,152.395,164.18055555555554,157.77944444444444,160.23944444444444,127.37722222222224,157.11083333333332,150.55027777777778,3844.2677777777776,Justin Gibson
1998,1998,1999,27,No,Non-Travel,Sales,11,3,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2,1,3,3,2,3,169.4813888888889,168.87722222222223,160.685,140.94361111111112,154.15833333333333,174.28,174.63111111111112,168.2925,151.39638888888888,134.94444444444446,168.8463888888889,159.4036111111111,3924.940000000001,Ashley Stephens
1999,1999,2000,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2,4,2,3,3,3,146.1425,127.58027777777778,134.9972222222222,128.60666666666668,129.64,139.87694444444443,146.92777777777778,139.4463888888889,133.28666666666666,113.34277777777775,127.44944444444444,141.67916666666667,3608.975833333333,Bradley Graham
2000,2000,2001,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7,3,3,4,4,3,137.15805555555556,132.74555555555557,144.925,118.48861111111113,112.66666666666669,142.31444444444443,145.94305555555556,133.03333333333333,127.39944444444444,117.69361111111112,138.7483333333333,138.37444444444444,3590.490555555556,Corey Hawkins
2001,2001,2002,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6,2,1,3,3,3,117.6175,123.40833333333332,116.83972222222222,122.79694444444443,103.80694444444444,124.42611111111113,129.20194444444445,122.63527777777776,124.53166666666668,91.80888888888887,123.44666666666666,112.72583333333333,3415.245833333333,Emily Jones
2002,2002,2003,33,No,Travel_Rarely,Sales,23,4,Marketing,1,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2,4,4,3,3,3,132.965,134.91444444444446,141.37222222222223,130.29111111111112,115.78416666666666,138.3022222222222,139.33416666666668,113.93277777777776,127.16361111111112,113.91666666666669,134.05916666666667,128.36944444444444,3553.405,Alicia Watkins
2003,2003,2004,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7,4,1,3,2,4,195.0075,207.04777777777775,216.17,175.70388888888888,177.24333333333334,193.7180555555556,203.83555555555557,205.2633333333333,176.08166666666665,177.3736111111111,185.30694444444444,195.7633333333333,4312.514999999999,Andrew Garcia
2004,2004,2005,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8,1,3,3,3,3,154.44861111111112,155.1125,164.65222222222224,156.96722222222223,141.91444444444446,169.70277777777778,165.0636111111111,162.50083333333333,149.625,130.80194444444444,162.4525,161.3802777777778,3879.6219444444446,Amanda Jones
2005,2005,2006,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2,1,3,2,3,3,140.9391666666667,140.3775,140.41861111111112,135.0913888888889,118.46027777777778,148.8838888888889,149.59444444444443,127.03444444444445,136.71138888888888,106.0925,139.91666666666666,133.47722222222222,3622.9975,Bryce Cooper
2006,2006,2007,34,No,Travel_Frequently,Sales,29,4,Marketing,1,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4,1,4,2,3,3,141.25527777777776,133.51638888888888,134.64555555555555,128.6338888888889,125.96055555555556,142.80805555555554,142.11111111111111,140.70583333333337,121.38222222222224,120.41916666666668,133.58083333333337,134.6136111111111,3606.6325,Gregory Spencer
2007,2007,2008,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0,4,4,3,2,4,235.9102777777778,210.8108333333333,233.06944444444449,200.84194444444444,203.34527777777777,231.37722222222223,222.025,223.4430555555556,212.84583333333333,190.10777777777776,199.47666666666663,221.2302777777778,4592.483611111112,Ryan Mills
2008,2008,2009,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6,4,4,4,2,3,228.8086111111111,228.4777777777778,214.04111111111112,204.6483333333333,208.2511111111111,243.2830555555556,203.6877777777778,228.05916666666667,184.7488888888889,175.7,216.98916666666668,205.87277777777777,4551.567777777777,Debra Bailey
2009,2009,2010,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0,1,3,2,4,3,156.58277777777778,157.26361111111112,154.8961111111111,147.5925,131.2488888888889,163.74305555555557,156.74194444444444,155.4825,155.48833333333334,124.62194444444444,155.75916666666666,155.57444444444445,3824.995277777778,Henry Sandoval
2010,2010,2011,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2,1,2,3,3,3,226.57805555555555,210.83,213.8038888888889,193.58944444444444,195.41194444444443,223.28333333333333,222.385,216.4275,207.01416666666665,183.68722222222223,214.24972222222223,195.7125,4513.972777777777,Joseph Zhang
2011,2011,2012,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7,4,1,3,2,3,144.7575,142.45944444444444,130.86833333333334,134.3022222222222,123.60111111111112,149.36027777777778,149.23333333333335,143.1913888888889,122.8125,114.76138888888887,134.3252777777778,144.30444444444444,3645.977222222223,Victor Price
2012,2012,2013,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0,1,2,3,3,3,138.22027777777777,132.1352777777778,124.07222222222222,119.16888888888889,111.88222222222224,129.535,133.39333333333337,132.415,120.59166666666668,99.84416666666668,119.96083333333334,127.44,3501.658888888889,Reginald Adams
2013,2013,2014,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0,4,3,3,3,3,232.17638888888888,210.32166666666663,219.28166666666667,200.29666666666668,157.0425,209.4080555555556,230.86805555555557,210.49138888888888,199.71777777777777,167.64583333333334,199.3658333333333,222.44,4473.055833333334,Ralph Moore
2014,2014,2015,33,No,Travel_Frequently,Sales,9,3,Medical,1,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2,4,2,3,2,3,168.2763888888889,153.4363888888889,163.44055555555556,158.60777777777778,135.63972222222222,174.99916666666667,168.14833333333334,157.5361111111111,158.4922222222222,128.28083333333333,170.39166666666665,152.6858333333333,3904.935,Melissa Robinson
2015,2015,2016,34,No,Non-Travel,Sales,1,1,Marketing,1,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0,3,4,3,3,4,157.88305555555556,143.7552777777778,157.8163888888889,132.5263888888889,125.81805555555556,155.15694444444443,149.4686111111111,150.4625,142.42416666666668,126.62527777777778,142.09916666666666,142.4713888888889,3742.5072222222234,Sharon Allen
2016,2016,2017,48,No,Non-Travel,Sales,2,1,Life Sciences,1,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1,1,4,3,3,3,115.23388888888888,132.0661111111111,121.86083333333332,112.13972222222222,111.42916666666666,129.30527777777775,117.77388888888888,123.43861111111111,117.0525,112.51166666666668,131.67277777777778,125.97305555555556,3467.4575000000004,Philip Davis
2017,2017,2018,45,No,Non-Travel,Research & Development,1,3,Medical,1,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12,2,3,3,3,3,125.30527777777776,120.24222222222222,122.91166666666666,108.17055555555557,114.19666666666669,128.39027777777778,124.86527777777778,125.49888888888889,121.02277777777778,103.055,125.69194444444445,119.49777777777776,3456.8483333333334,Teresa Pham
2018,2018,2019,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0,2,2,3,3,3,170.39638888888888,160.29638888888888,177.5936111111111,144.22027777777777,143.08583333333334,152.84222222222223,167.88944444444445,126.49194444444444,159.79833333333335,128.60916666666665,144.47027777777777,159.32694444444445,3854.0208333333335,Eric Hart
2019,2019,2020,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7,3,3,3,2,3,223.48055555555555,225.35,235.73277777777776,212.9963888888889,203.03972222222225,203.3238888888889,212.35444444444445,214.39083333333332,214.4075,172.18333333333334,213.3622222222222,224.8766666666667,4575.498333333333,Willie Williams
2020,2020,2021,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7,3,4,3,4,3,141.89972222222224,118.76805555555556,132.1786111111111,120.16777777777776,121.40305555555555,130.56805555555556,137.97166666666666,126.08083333333332,128.85083333333333,112.81805555555556,130.29833333333335,127.12,3549.125,Nancy Jordan
2021,2021,2022,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7,4,2,2,3,3,130.62277777777777,109.54944444444445,152.71,130.99027777777778,123.72305555555556,145.4163888888889,150.4713888888889,147.2313888888889,125.24694444444444,124.03305555555556,131.31472222222223,131.6136111111111,3624.923055555556,Elizabeth Price
2022,2022,2023,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9,1,3,3,3,3,127.68055555555556,122.71055555555556,121.36277777777778,114.10444444444444,102.22916666666669,122.26916666666666,141.3322222222222,114.57611111111112,115.96388888888887,97.06861111111112,132.53861111111112,133.0752777777778,3467.911388888889,Juan Malone
2023,2023,2024,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0,4,2,3,3,4,151.50277777777777,139.96444444444444,149.06694444444443,148.79583333333332,133.53277777777777,146.1625,153.96805555555557,141.84833333333333,139.44333333333333,126.16638888888887,139.99055555555557,133.98611111111111,3728.428055555555,Eric Gonzalez
2024,2024,2025,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1,3,1,3,3,3,148.8972222222222,147.20333333333332,148.3961111111111,141.59083333333334,127.39805555555556,156.7461111111111,155.11333333333334,141.75555555555556,127.51166666666668,128.53222222222223,149.05777777777777,138.7788888888889,3735.981111111111,Brenda Burton
2025,2025,2026,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5,1,4,3,3,3,152.85694444444445,123.60027777777778,150.9525,128.22555555555556,122.12416666666668,136.21305555555554,145.47666666666666,144.49916666666667,137.94222222222223,121.6061111111111,136.33166666666668,151.35444444444445,3677.182777777777,Michael Henry
2026,2026,2027,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9,3,3,4,3,3,133.23916666666668,125.94916666666668,131.80972222222223,119.47722222222222,101.15833333333332,124.02277777777778,131.95777777777778,125.8925,116.06083333333332,102.15555555555557,121.43583333333332,126.90055555555556,3487.0594444444446,Robert White
2027,2027,2028,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2,4,2,4,2,3,208.60972222222225,210.44861111111112,222.59166666666667,200.19083333333333,179.1125,199.07916666666668,212.0813888888889,210.0636111111111,177.52444444444444,169.89138888888888,217.6472222222222,220.06472222222223,4455.305277777778,Lauren Hernandez
2028,2028,2029,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3,3,2,2,3,3,125.39166666666668,127.32222222222222,135.89527777777778,124.37416666666668,111.7875,129.02583333333334,138.98694444444445,127.83194444444445,126.90194444444444,107.23111111111112,122.91527777777776,131.88666666666666,3538.550555555555,Craig Combs
2029,2029,2030,36,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3,137.0377777777778,149.57416666666666,150.89694444444444,135.54361111111112,131.78416666666666,159.72555555555556,150.65916666666666,138.17944444444444,137.97583333333333,131.57361111111112,151.4575,149.7486111111111,3754.156388888889,Anthony Flores
2030,2030,2031,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2,3,4,3,3,3,144.9272222222222,125.25638888888888,138.47694444444446,124.83166666666666,129.725,137.0702777777778,145.7072222222222,141.64416666666668,125.46944444444443,112.33416666666666,131.3563888888889,136.5713888888889,3624.3702777777776,George Hull
2031,2031,2032,28,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4,1,2,1,3,3,159.27583333333334,150.535,162.65944444444443,128.40666666666667,143.6536111111111,157.24666666666667,156.37694444444443,142.65333333333334,149.81916666666666,113.95833333333334,159.6638888888889,156.89833333333334,3813.147222222222,Ricky Garza
2032,2032,2033,35,No,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2,4,4,3,3,3,138.75444444444443,131.88333333333333,131.54083333333332,113.1125,119.22777777777776,124.55472222222222,131.0286111111111,132.22972222222222,107.06833333333331,112.36722222222222,137.44611111111112,119.56305555555556,3531.7766666666657,Danielle Moore
2033,2033,2034,49,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3,4,2,3,2,4,149.43166666666667,143.44277777777776,149.67055555555555,142.77333333333334,137.1988888888889,143.72305555555556,150.8661111111111,151.40472222222223,143.1447222222222,128.62305555555557,129.36694444444444,146.19444444444443,3749.8402777777774,Caroline Swanson
2034,2034,2035,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2,4,3,2,2,3,175.5963888888889,160.25861111111112,168.33333333333334,150.46305555555554,142.67055555555555,167.77972222222223,167.8775,170.125,160.63055555555556,137.15527777777777,167.94027777777777,168.78027777777777,3972.610555555556,Jeffrey Alvarado
2035,2035,2036,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1,4,2,2,1,3,141.09222222222223,139.90444444444444,141.70305555555555,143.06777777777776,135.50305555555556,148.62472222222223,155.7575,150.56972222222225,142.57833333333335,120.85972222222222,147.495,134.4911111111111,3737.646666666666,Luis Santos
2036,2036,2037,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0,2,4,3,4,3,159.88111111111112,142.0211111111111,151.18722222222223,144.65194444444444,114.77055555555556,151.45944444444444,144.30638888888888,129.305,139.315,106.88416666666666,129.8713888888889,150.69361111111112,3701.346944444445,Darlene Jackson
2037,2037,2038,29,No,Travel_Rarely,Sales,4,2,Other,1,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2,2,4,2,1,4,240.66166666666663,216.5222222222222,217.63111111111112,206.50694444444449,185.91611111111112,238.89444444444445,237.48305555555555,225.6708333333333,219.81944444444449,173.6988888888889,206.7783333333333,227.89555555555555,4635.478611111112,Michelle Lopez
2038,2038,2039,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0,3,3,4,2,3,141.86,124.52166666666666,136.89888888888888,122.48222222222222,122.79361111111112,142.28027777777777,132.6302777777778,124.61361111111113,126.01222222222222,100.25111111111111,103.84583333333332,128.4425,3545.6322222222225,Beth Castillo
2039,2039,2040,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2,3,3,3,3,3,234.71472222222224,224.73333333333332,216.54833333333332,216.65583333333333,205.02972222222223,222.7163888888889,226.0,222.8,205.01527777777775,193.01416666666665,225.48833333333332,223.81944444444449,4656.535555555556,Joseph Little
2040,2040,2041,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,3,3,3,4,3,155.625,140.06527777777777,132.79472222222222,132.73527777777778,125.10666666666668,132.6538888888889,145.77277777777778,138.64138888888888,125.42388888888888,129.0186111111111,131.7161111111111,104.31027777777776,3634.863888888889,James Hoffman
2041,2041,2042,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,1,1,3,2,3,189.85722222222225,188.5913888888889,196.70805555555555,179.59333333333333,170.2786111111111,196.0005555555556,197.6891666666667,188.24472222222224,179.6311111111111,160.91333333333333,178.51833333333332,178.4175,4246.443333333333,Colin Vasquez
2042,2042,2043,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0,2,4,3,3,3,170.67055555555555,170.9936111111111,170.62777777777777,151.99,136.51527777777778,170.37694444444446,163.83777777777777,160.45888888888888,154.5286111111111,138.67555555555555,137.34277777777777,170.36138888888888,3939.379166666666,William Page
2043,2043,2044,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,3,3,2,4,3,146.7086111111111,148.6811111111111,155.06027777777777,135.02,124.25722222222224,153.4597222222222,147.86333333333334,149.28,139.18833333333333,115.27777777777776,136.4286111111111,150.00416666666666,3745.2291666666665,Erin Hall
2044,2044,2045,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,9,2,6,1,3,3,4,3,3,3,175.73055555555555,166.4886111111111,177.26916666666665,160.78083333333333,154.6772222222222,167.58305555555555,175.2211111111111,154.74305555555554,158.4275,141.79888888888888,158.98666666666668,166.4872222222222,4003.193888888888,Joseph Jones
2045,2045,2046,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2,4,3,3,3,3,149.26722222222222,157.34222222222223,149.9763888888889,146.0275,140.1625,161.45694444444445,123.60805555555557,147.77277777777778,125.66722222222222,124.21083333333334,132.53444444444443,150.63833333333332,3754.6644444444446,Patricia Taylor
2046,2046,2047,34,No,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3,2,3,2,3,3,148.26583333333332,148.7386111111111,140.92333333333335,128.1875,134.0825,154.76583333333335,133.7261111111111,147.83194444444445,128.10166666666666,114.79194444444444,151.93277777777777,149.82166666666666,3728.169722222222,Susan Knox
2047,2047,2048,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4,3,3,1,2,3,150.74555555555557,136.7863888888889,143.7097222222222,128.13972222222222,124.14333333333332,148.3386111111111,133.54666666666668,142.51111111111112,136.30916666666667,120.77944444444444,141.44416666666666,143.1197222222222,3697.573611111111,Amy Lee
2048,2048,2049,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,4,1,1,1,3,143.8697222222222,136.3011111111111,148.05416666666667,136.0388888888889,123.21083333333333,143.76555555555555,142.10944444444445,137.32888888888888,134.95916666666668,122.72,143.39305555555555,140.2375,3700.988333333333,Jonathan Watts
2049,2049,2050,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13,2,3,2,1,3,141.67305555555555,133.69222222222223,150.30277777777778,133.90805555555556,120.90305555555555,147.19694444444443,149.8675,128.92805555555557,120.095,106.91416666666667,134.11666666666667,134.85694444444445,3652.454444444444,Bryan Adams
2050,2050,2051,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,3,1,2,1,3,176.8152777777778,162.39805555555554,176.98333333333332,154.04416666666668,152.61944444444444,178.12222222222223,176.34527777777777,161.1563888888889,151.08944444444444,136.2252777777778,161.2483333333333,158.80055555555555,3996.8477777777775,Christopher Matthews
2051,2051,2052,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5,2,1,4,2,4,159.50333333333333,162.82583333333332,169.38833333333335,124.49694444444444,148.91944444444445,146.18055555555554,153.85361111111112,152.97805555555556,138.60222222222222,129.06527777777777,137.61777777777775,153.6213888888889,3829.052777777778,Kevin Harris
2052,2052,2053,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7,4,3,3,3,4,140.5363888888889,147.13055555555556,145.69,119.10111111111112,128.91,150.6886111111111,147.12916666666666,107.49472222222222,130.88555555555556,119.4588888888889,126.52555555555556,141.2627777777778,3657.813333333333,Joseph Burgess
2053,2053,2054,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2,4,2,3,3,3,172.85916666666668,142.4897222222222,158.16805555555555,148.4375,117.50194444444443,140.86444444444444,165.8825,166.31805555555556,149.74,133.1725,165.85194444444443,132.17194444444445,3847.457777777777,Jacqueline Armstrong
2054,2054,2055,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,3,4,2,1,3,205.04638888888888,195.12277777777777,217.03194444444443,193.86388888888888,161.94,215.01388888888889,206.99777777777777,195.8658333333333,195.5525,174.10472222222222,194.5625,216.08305555555555,4426.185277777778,John Smith
2055,2055,2056,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Representative,Married,143360,1,Y,21,8,1,8,3,8,0,7,1,4,3,3,4,151.39972222222224,133.60583333333332,156.07222222222222,144.6147222222222,127.41833333333334,156.71694444444444,150.38611111111112,141.46694444444444,142.55166666666668,134.98611111111111,140.66166666666666,158.7516666666667,3794.631944444445,Robert Marks
2056,2056,2057,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1,Y,11,8,0,10,3,10,1,4,3,3,3,3,3,169.69361111111112,155.3311111111111,169.16833333333332,156.61527777777778,140.93527777777777,155.42138888888888,160.6286111111111,153.2736111111111,143.74916666666667,137.72861111111112,154.60666666666663,121.6763888888889,3875.828055555556,Sara Barajas
2057,2057,2058,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0,3,4,1,3,4,222.0572222222222,200.09222222222223,211.6425,190.00722222222225,202.58277777777775,220.9080555555556,210.75944444444443,202.58416666666668,209.08083333333332,186.84666666666664,209.45,210.2186111111111,4534.229722222221,Harold English
2058,2058,2059,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4,3,2,4,3,3,145.06472222222223,146.57805555555555,150.3875,137.3852777777778,130.1352777777778,152.90694444444443,137.17361111111111,139.18222222222224,130.44361111111112,122.36583333333331,143.43333333333334,145.92444444444445,3739.980833333334,Julie Brown
2059,2059,2060,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9,4,1,3,3,3,165.65222222222224,134.41083333333333,152.64249999999998,143.04194444444445,144.08583333333334,160.49277777777775,165.4361111111111,151.9813888888889,142.54777777777778,122.39166666666668,148.94361111111112,157.82333333333332,3849.4500000000007,Logan Johnson
2060,2060,2061,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2,4,4,4,3,3,169.54472222222222,169.32861111111112,176.74916666666667,143.77055555555555,141.86916666666667,175.1772222222222,168.65305555555554,158.30527777777775,133.04222222222222,134.45388888888888,162.3661111111111,151.38166666666666,3945.6416666666655,Sarah Williams
